User Group,Scenario (Stimulus),Query,Query Scope,Query Purpose,Response Format,Information Feature 1,Information Feature 2,Information Feature 3
Developer,25 GUIs from Dataset,What's the budget for the app?,App-level,Inform,Numeric,Metadata,,
Developer,25 GUIs from Dataset,What's the deadline to complete the app?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,How should I implement the UI for the security feature?,UI-level,Suggest,Image,Page,Privacy,
Developer,25 GUIs from Dataset,What are some UIs that engage and motivate the user?,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,What are some ways to display a list of videos in the UI?,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,What are search bar layouts are there?,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,How do I incorporate videos in my layout?,Dataset-level,Inform,Image,Element,Page,
Developer,25 GUIs from Dataset,For what use is the app?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,Which of the UI screenshots do you need from each set?,Dataset-level,Suggest,Image,Page,,
Developer,25 GUIs from Dataset,I want an UI with dark mode,UI-level,Suggest,Image,Design,,
Developer,25 GUIs from Dataset,I want an iOS friendly UI,UI-level,Suggest,Image,Compatibility,Design,
Developer,25 GUIs from Dataset,I want a colorful app,UI-level,Suggest,Image,Design,,
Developer,25 GUIs from Dataset,search for me screens with map,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,show screens with many colors,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,find ui with dark theme,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,Show me calendar designs,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me navigation menus with hover effect,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me form designs with light gray background,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me news summaries with photo and dark background,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me products with zoom effect image,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me a UI of a streaming service,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me a UI of a captcha check,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me a UI of a video player,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me a UI showcasing nutritional values of various fruits,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me a UI of a site compiling conspiracy theories,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,What applications use the search component?,Dataset-level,Filter,Textual,Element,,
Developer,25 GUIs from Dataset,What applications share the weather API?,Dataset-level,Filter,Textual,Programming,,
Developer,25 GUIs from Dataset,What applications have a similar style to the store application?,Dataset-level,Filter,Textual,Design,,
Developer,25 GUIs from Dataset,What applications don't use my camera?,Dataset-level,Filter,Textual,Sensor,Privacy,
Developer,25 GUIs from Dataset,What applications don't share data with third parties?,Dataset-level,Filter,Textual,Privacy,,
Developer,25 GUIs from Dataset,What else can I implement in my app?,Dataset-level,Suggest,Textual,Programming,,
Developer,25 GUIs from Dataset,Show UI of weather forecast application,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show for user authentication,Dataset-level,Filter,Image,Functionality,Privacy,
Developer,25 GUIs from Dataset,Show UI with one page layout,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,What is the most used type of application?,Dataset-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,What color palette is easier on the eyes?,UI-level,Inform,Image,Design,,
Developer,25 GUIs from Dataset,What is the average user UI rating for every category of apps?,Dataset-level,Inform,Numeric,Metadata,,
Developer,25 GUIs from Dataset,How many UIs share a lot of common elements?,Dataset-level,Inform,Numeric,Element,,
Developer,25 GUIs from Dataset,How much blank space does each UI have?,Dataset-level,Inform,Textual,Page,,
Developer,25 GUIs from Dataset,what is the target audience?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,how many pages are there?,App-level,Inform,Numeric,Page,,
Developer,25 GUIs from Dataset,How is the homepage used?,UI-level,Educate,Textual,Usage,,
Developer,25 GUIs from Dataset,Find location ui,Dataset-level,Filter,Image,Sensor,Page,
Developer,25 GUIs from Dataset,Find recipes ui,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Ui without password required,Dataset-level,Filter,Image,Privacy,,
Developer,25 GUIs from Dataset,Fitness apps without payment,Dataset-level,Filter,Textual,Metadata,,
Developer,25 GUIs from Dataset,Weather app with widget,Dataset-level,Filter,Textual,Functionality,,
Developer,25 GUIs from Dataset,Show me the most popular apps ordered by number of downloads and average rating,Dataset-level,Filter,Image,Metadata,,
"Developer,25 GUIs from Dataset,""What is the (first) app used for, what is its category"",App-level,Inform,Textual,Metadata,,"
Developer,25 GUIs from Dataset,Describe the UI,UI-level,Inform,Textual,Page,,
Developer,25 GUIs from Dataset,Show me similar apps' UI,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Who created this app?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,How popular are UIs with specific feature?,Dataset-level,Inform,Numeric,Metadata,Functionality,
Developer,25 GUIs from Dataset,How popular are UIs with specific layout?,Dataset-level,Inform,Numeric,Metadata,Page,
Developer,25 GUIs from Dataset,Find UIs with some specific colors.,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,Find UIs with some specific layout.,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Find UIs with some specific feature.,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me 3 different UIs with navigation menu,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me 5 UIs with search bars and tell me what's the average height of it.,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me a login screen that uses green as main color.,Dataset-level,Filter,Image,Page,Design,
Developer,25 GUIs from Dataset,Find me a shopping basket from an app with a rating better than 4.5,Dataset-level,Filter,Image,Element,Metadata,
Developer,25 GUIs from Dataset,Which type of information will be displayed in the app?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,Can you give me some information about the company?,App-level,Inform,Textual,Metadata,,
Developer,25 GUIs from Dataset,Do I need to follow some color schema?,App-level,Inform,Binary,Design,,
Developer,25 GUIs from Dataset,I want to see UIs with colorful screen with links,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me the UIs with plain text,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me the UIs for historical peoples biography page,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,I want to see the UIs with larger icon and one big main picture,Dataset-level,Filter,Image,Element,Design,
Developer,25 GUIs from Dataset,Show me the UIs downloaded recently,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,Show me UIs with the same features,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show me UIs with the same purpose,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,Order UIs by author,Dataset-level,Execute,Image,Metadata,,
Developer,25 GUIs from Dataset,Show me apps that have a similar theme.,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,Show me apps with similar colours.,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,show me ui's with highest rating,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,show me most downloaded ui's,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,show me ui's that are accessible,Dataset-level,Filter,Image,Accessibility,,
Developer,25 GUIs from Dataset,show me ui's in green color pallete,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,show me flat design ui's,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,ui for fitness app with map and searchbar,Dataset-level,Filter,Image,Element,Metadata,
Developer,25 GUIs from Dataset,videogame site with video streaming ui,Dataset-level,Filter,Image,Page,Metadata,
Developer,25 GUIs from Dataset,recipe app with shopping cart ui,Dataset-level,Filter,Image,Page,Metadata,
Developer,25 GUIs from Dataset,news aggregator with searchbar,Dataset-level,Filter,Image,Element,Metadata,
Developer,25 GUIs from Dataset,banking system ui grid,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Can you show me the UI without Action bar?,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Can you show me the UI without Dialogs?,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Can you show me the UI that is not a splash screen?,Dataset-level,Filter,Image,Page,,
Developer,25 GUIs from Dataset,Can you show me the UI that the background is white?,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,Can you show me the UI that doesn't have a progress widget?,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show UIs of certain category,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,Show UIs with certain feature,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show UIs with certain purpose,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,Sort UIs by average rating,Dataset-level,Filter,Image,Metadata,,
Developer,25 GUIs from Dataset,Copy selected UI (as an image),UI-level,Execute,Image,Page,,
Developer,25 GUIs from Dataset,Show me an app that have search bar.,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me an app that have navigation bar.,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me an app that the main theme got blue color.,Dataset-level,Filter,Image,Design,,
Developer,25 GUIs from Dataset,Show me an app without login view.,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,Show me an app with a map usage.,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,show me only UIs with google login,Dataset-level,Filter,Image,Element,,
Developer,25 GUIs from Dataset,shoe me UIs tha alow sorting items manualy,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show UI's of similar applications,Dataset-level,Filter,Image,,,
Developer,25 GUIs from Dataset,Show UI's of similar applications with X feature,Dataset-level,Filter,Image,Functionality,,
Developer,25 GUIs from Dataset,Show UI's of similar applications with X purpose,Dataset-level,Filter,Image,Metadata,,
Designer,25 GUIs from Dataset,Show the most popular UI's that are similar to the app that I have to design.,Dataset-level,Filter,Image,Metadata,Design,
Designer,25 GUIs from Dataset,What is the target age for the app?,App-level,Filter,Image,Metadata,,
Designer,25 GUIs from Dataset,How much features does the app need to have?,App-level,Suggest,Textual,Functionality,,
Designer,25 GUIs from Dataset,What is the category of the app?,App-level,Inform,Textual,Metadata,,
Designer,25 GUIs from Dataset,What devices does the app need to support?,App-level,Inform,Textual,Compatibility,,
Designer,25 GUIs from Dataset,there should be a dark or light theme?,App-level,Suggest,Textual,Design,,
Designer,25 GUIs from Dataset,offer the user to receive pop-up notifications?,App-level,Suggest,Binary,Functionality,,
Designer,25 GUIs from Dataset,pictures should be very high resolution?,App-level,Suggest,Binary,Design,,
Designer,25 GUIs from Dataset,should you ask the user or should you really exit the application?,App-level,Suggest,Textual,Functionality,,
